"store_id","ME_lm","RMSE_lm","MAE_lm","MPE_lm","MAPE_lm","ME_tslm","RMSE_tslm","MAE_tslm","MPE_tslm","MAPE_tslm"
"S0094","76.6080411152057","790.786596705461","709.943640438459","1.30383071065898","12.5682400289677","308.072590909093","614.76105932585","454.244681818181","5.45577284881723","7.87763840436196"
"S0095","-81.8271227998843","494.999671591229","429.579024559978","-1.10994344259605","5.84461328086292","-401.783512987013","787.888928118797","707.567902597405","-6.12037758632987","10.2970953875384"
"S0097","-1729.43560307374","2095.23276641097","1729.43560307374","-22.4460400550291","22.4460400550291","-5616.15472077922","5764.96864030193","5616.15472077922","-171.331805266553","171.331805266553"
"S0099","107.935126513833","178.683579304254","175.088268161987","16.5676315427326","27.0312546367139","68.3066688311688","104.944642611288","81.1192012987012","11.7387985408476","13.3864400156392"
"S0102","-118.96941347994","288.708140279766","151.509541209178","-5.99132918882759","7.64325861455679","451.969551948051","720.578300909846","669.58733116883","15.2183356746638","25.6696467384146"
"S0104","186.441813800506","941.261488222388","706.565606477183","2.73070005846372","10.0847358249647","424.095331168828","606.49528256467","496.374798701296","5.98690310917384","6.92307089365279"
"S0107","5.11962618543789","299.779286696566","246.511098430935","0.466014938204096","19.3822403935067","89.9476298701301","384.035613712132","325.747525974026","4.69029117075951","22.9049848745551"
"S0108","598.229283838945","1013.33885682454","1005.56717030337","13.4150878140969","22.5382312000831","266.440525974026","527.539271690093","511.715915584415","7.21703417684285","12.2534468707024"
"S0109","318.765536048261","486.610059035522","442.011174660629","16.139173417738","22.1651893411292","318.765536048266","486.610059035527","442.011174660634","16.1391734177382","22.1651893411294"
"S0120","-61.0959280621204","108.067578221464","91.8552206470939","-14.1843232537454","21.3841878527281","-75.1556038961037","92.9511687553634","75.1556038961037","-19.1882714741299","19.1882714741299"
"S0122","-187.081089173468","451.535138056508","375.531513170421","-10.8227478316804","21.7168286313706","-209.579733766234","486.376469269974","433.466746753247","-12.8473283456794","25.5513772661672"
"S0126","-177.678852353213","803.254076691893","546.828255450859","-5.03714606895211","15.6984226816378","-321.27388961039","927.085460634234","652.490733766234","-11.3623733755361","19.1797661792331"
"S0131","5.49285879478171","192.766901816882","163.166379642716","0.322646877500369","8.9044495677057","-51.7164935064932","178.630600991563","144.573298701299","-3.00780983770266","8.22796787076864"
"S0132","50.3214040428781","330.664741283622","300.95933675199","1.58676149970523","9.29981950215451","257.269500000001","528.469211795968","326.0805","5.31449470461832","7.9785596772802"
"S0136","205.47979727167","345.69972494391","302.85686079031","48.2452193847178","71.7547806152822","205.479797271671","345.69972494391","302.85686079031","48.2452193847179","71.7547806152821"
"S0141","27.1217939111109","93.0649898151261","83.7323587822222","6.97270642041274","21.5097989778476","54.1637402597402","80.8004996452658","69.0318441558441","14.0079320698231","17.2630578144102"
"S0142","406.240955826139","479.147769672258","406.240955826139","20.5420559879669","20.5420559879669","353.247188311688","438.940374693549","353.247188311688","17.6740350958587","17.6740350958587"
"S0143","-158.649600037139","210.115902652014","161.032160022283","-30.9521584888706","31.416562181341","-102.11875974026","243.347869982231","221.125655844156","-23.8192486152238","38.6101141749265"
